timestamp,account_id,currency,debit,credit,balance,fx_rate,counterparty,transaction_type,risk_score
2023-01-15 04:00:00,ACC-0015,GBP,6395.88,0.0,2709824.61,1.27,CP-005,withdrawal,0.2867
2023-01-15 08:00:00,ACC-0025,EUR,78025.3,0.0,1780341.63,1.08,CP-004,fx_swap,0.062
2023-01-15 12:00:00,ACC-0047,GBP,128666.25,0.0,3710430.13,1.27,CP-008,wire,0.1872
2023-01-15 16:00:00,ACC-0034,JPY,0.0,43780.91,3264994.48,0.0067,CP-013,fee,0.4148
2023-01-15 20:00:00,ACC-0030,CHF,10311.95,0.0,4269005.84,1.12,CP-009,deposit,0.6834
2023-01-16 00:00:00,ACC-0015,GBP,0.0,8698.32,4595238.5,1.27,CP-006,fee,0.2724
2023-01-16 04:00:00,ACC-0011,USD,0.0,40792.58,3620440.63,1.0,CP-008,fx_swap,0.17
2023-01-16 08:00:00,ACC-0012,GBP,45484.65,0.0,3707611.2,1.27,CP-015,wire,0.1916
2023-01-16 12:00:00,ACC-0013,EUR,647.58,0.0,4666870.28,1.08,CP-011,deposit,0.2627
2023-01-16 16:00:00,ACC-0002,USD,0.0,103352.2,2789717.7,1.0,CP-013,fx_swap,0.5835
2023-01-16 20:00:00,ACC-0024,JPY,0.0,55316.46,3018629.83,0.0067,CP-006,deposit,0.2315
2023-01-17 00:00:00,ACC-0011,USD,27987.1,0.0,4671396.53,1.0,CP-009,fx_swap,0.4515
2023-01-17 04:00:00,ACC-0029,JPY,0.0,9175.59,335663.76,0.0067,CP-008,deposit,0.1059
2023-01-17 08:00:00,ACC-0019,USD,25806.24,0.0,1013384.44,1.0,CP-014,fx_swap,0.1426
2023-01-17 12:00:00,ACC-0040,JPY,0.0,85464.62,2314548.15,0.0067,CP-014,deposit,0.2475
2023-01-17 16:00:00,ACC-0033,CHF,0.0,920.92,1237842.21,1.12,CP-015,fx_swap,0.5029
2023-01-17 20:00:00,ACC-0007,CHF,44240.8,0.0,4705177.41,1.12,CP-019,fx_swap,0.0861
2023-01-18 00:00:00,ACC-0036,JPY,31639.09,0.0,4480073.66,0.0067,CP-006,wire,0.6812
2023-01-18 04:00:00,ACC-0002,USD,24842.95,0.0,1102268.51,1.0,CP-010,interest,0.1164
2023-01-18 08:00:00,ACC-0045,GBP,4351.76,0.0,1956225.67,1.27,CP-020,interest,0.2842
2023-01-18 12:00:00,ACC-0036,CHF,0.0,70712.56,159795.05,1.12,CP-004,fx_swap,0.1421
2023-01-18 16:00:00,ACC-0026,GBP,58889.28,0.0,2175624.63,1.27,CP-014,deposit,0.2041
2023-01-18 20:00:00,ACC-0044,JPY,43392.45,0.0,3005518.24,0.0067,CP-004,withdrawal,0.281
2023-01-19 00:00:00,ACC-0009,CHF,39523.72,0.0,2923812.96,1.12,CP-019,interest,0.1414
2023-01-19 04:00:00,ACC-0046,USD,49480.24,0.0,4925721.87,1.0,CP-004,fee,0.0377
2023-01-19 08:00:00,ACC-0047,USD,0.0,52731.84,3078682.53,1.0,CP-009,interest,0.2188
2023-01-19 12:00:00,ACC-0025,USD,0.0,23765.94,659909.77,1.0,CP-011,fee,0.3957
2023-01-19 16:00:00,ACC-0044,EUR,0.0,42026.36,2976634.3,1.08,CP-019,fee,0.0115
2023-01-19 20:00:00,ACC-0043,USD,0.0,40221.96,1875730.11,1.0,CP-018,interest,0.0472
2023-01-20 00:00:00,ACC-0049,USD,0.0,39955.53,4984683.83,1.0,CP-007,wire,0.0494
2023-01-20 04:00:00,ACC-0030,CHF,0.0,67485.23,1811996.3,1.12,CP-017,interest,0.0989
2023-01-20 08:00:00,ACC-0047,CHF,0.0,35642.29,3900085.32,1.12,CP-018,fx_swap,0.0319
2023-01-20 12:00:00,ACC-0008,JPY,0.0,79585.87,604609.25,0.0067,CP-007,deposit,0.0054
2023-01-20 16:00:00,ACC-0028,EUR,0.0,55528.79,224393.14,1.08,CP-018,interest,0.5257
2023-01-20 20:00:00,ACC-0008,USD,38526.11,0.0,2576988.61,1.0,CP-015,interest,0.1872
2023-01-21 00:00:00,ACC-0024,GBP,85832.89,0.0,4046043.34,1.27,CP-014,fee,0.1323
2023-01-21 04:00:00,ACC-0010,GBP,84663.31,0.0,525932.57,1.27,CP-007,wire,0.2702
2023-01-21 08:00:00,ACC-0002,CHF,0.0,16306.65,2164980.3,1.12,CP-001,interest,0.3753
2023-01-21 12:00:00,ACC-0020,JPY,0.0,22925.59,267717.74,0.0067,CP-005,interest,0.3266
2023-01-21 16:00:00,ACC-0024,USD,0.0,10550.87,3841668.39,1.0,CP-017,fx_swap,0.029
2023-01-21 20:00:00,ACC-0014,GBP,16785.75,0.0,210099.61,1.27,CP-009,fx_swap,0.4038
2023-01-22 00:00:00,ACC-0026,CHF,0.0,30869.49,2166349.28,1.12,CP-013,fx_swap,0.3601
2023-01-22 04:00:00,ACC-0025,CHF,0.0,81479.65,2815472.21,1.12,CP-006,fx_swap,0.1656
2023-01-22 08:00:00,ACC-0007,JPY,0.0,81026.67,3358679.71,0.0067,CP-010,interest,0.4711
2023-01-22 12:00:00,ACC-0043,USD,0.0,19180.7,330133.24,1.0,CP-001,deposit,0.7109
2023-01-22 16:00:00,ACC-0036,CHF,30575.89,0.0,1514599.31,1.12,CP-017,deposit,0.422
2023-01-22 20:00:00,ACC-0033,GBP,25993.61,0.0,761506.26,1.27,CP-004,withdrawal,0.0355
2023-01-23 00:00:00,ACC-0034,GBP,266.82,0.0,3024529.96,1.27,CP-009,fx_swap,0.1976
2023-01-23 04:00:00,ACC-0043,EUR,0.0,8992.27,2527907.45,1.08,CP-008,fx_swap,0.1005
2023-01-23 08:00:00,ACC-0030,USD,0.0,24986.88,3504012.71,1.0,CP-006,fx_swap,0.1598
2023-01-23 12:00:00,ACC-0024,JPY,0.0,65967.39,2755314.64,0.0067,CP-019,interest,0.0679
2023-01-23 16:00:00,ACC-0025,USD,41696.11,0.0,1323373.24,1.0,CP-012,deposit,0.1378
2023-01-23 20:00:00,ACC-0017,EUR,0.0,15517.28,2982492.41,1.08,CP-007,fee,0.0347
2023-01-24 00:00:00,ACC-0029,CHF,9638.99,0.0,2166637.03,1.12,CP-018,fee,0.0462
2023-01-24 04:00:00,ACC-0031,JPY,46914.19,0.0,281337.41,0.0067,CP-003,withdrawal,0.1548
2023-01-24 08:00:00,ACC-0023,JPY,0.0,3982.89,2261057.59,0.0067,CP-012,wire,0.304
2023-01-24 12:00:00,ACC-0042,JPY,51592.23,0.0,4441290.97,0.0067,CP-012,fee,0.4457
2023-01-24 16:00:00,ACC-0035,EUR,0.0,4114.2,4701431.72,1.08,CP-007,fee,0.3196
2023-01-24 20:00:00,ACC-0010,JPY,0.0,129885.23,1431266.16,0.0067,CP-007,withdrawal,0.1951
2023-01-25 00:00:00,ACC-0050,CHF,443.2,0.0,1555314.09,1.12,CP-004,fx_swap,0.0404
2023-01-25 04:00:00,ACC-0012,CHF,0.0,96683.92,3430271.69,1.12,CP-005,interest,0.3622
2023-01-25 08:00:00,ACC-0011,CHF,0.0,49216.12,4729186.91,1.12,CP-013,fx_swap,0.0642
2023-01-25 12:00:00,ACC-0045,USD,7459.46,0.0,4205346.1,1.0,CP-014,fx_swap,0.1978
2023-01-25 16:00:00,ACC-0006,GBP,0.0,31157.03,3919963.92,1.27,CP-005,interest,0.1666
2023-01-25 20:00:00,ACC-0035,USD,31572.31,0.0,1375143.5,1.0,CP-018,fx_swap,0.7362
2023-01-26 00:00:00,ACC-0047,USD,0.0,27611.15,1196706.31,1.0,CP-009,withdrawal,0.1899
2023-01-26 04:00:00,ACC-0009,CHF,0.0,18126.75,734623.11,1.12,CP-003,wire,0.1751
2023-01-26 08:00:00,ACC-0034,EUR,27174.96,0.0,2799201.12,1.08,CP-015,fee,0.3251
2023-01-26 12:00:00,ACC-0013,GBP,42045.44,0.0,1178897.69,1.27,CP-005,interest,0.0025
2023-01-26 16:00:00,ACC-0003,USD,0.0,2163.58,4541917.23,1.0,CP-008,fx_swap,0.3091
2023-01-26 20:00:00,ACC-0028,GBP,7868.08,0.0,4353987.94,1.27,CP-001,deposit,0.5194
2023-01-27 00:00:00,ACC-0036,GBP,0.0,58444.81,4657442.72,1.27,CP-006,withdrawal,0.2228
2023-01-27 04:00:00,ACC-0030,CHF,8355.9,0.0,1742082.39,1.12,CP-007,fx_swap,0.044
2023-01-27 08:00:00,ACC-0013,JPY,40538.8,0.0,1046351.04,0.0067,CP-014,deposit,0.2587
2023-01-27 12:00:00,ACC-0045,USD,14155.45,0.0,144454.78,1.0,CP-003,fee,0.2646
2023-01-27 16:00:00,ACC-0015,GBP,26901.12,0.0,1775173.61,1.27,CP-005,interest,0.0144
2023-01-27 20:00:00,ACC-0001,JPY,0.0,24520.98,3572002.82,0.0067,CP-018,fx_swap,0.1811
2023-01-28 00:00:00,ACC-0029,CHF,0.0,55183.35,1979700.08,1.12,CP-011,wire,0.5176
2023-01-28 04:00:00,ACC-0041,GBP,0.0,33914.97,600748.74,1.27,CP-007,interest,0.0144
2023-01-28 08:00:00,ACC-0011,CHF,0.0,23186.19,1227263.05,1.12,CP-003,wire,0.1733
2023-01-28 12:00:00,ACC-0020,JPY,0.0,21542.01,4301064.45,0.0067,CP-006,deposit,0.073
2023-01-28 16:00:00,ACC-0034,USD,0.0,55829.29,3649671.1,1.0,CP-003,wire,0.3514
2023-01-28 20:00:00,ACC-0046,USD,58161.03,0.0,2761840.75,1.0,CP-017,interest,0.7692
2023-01-29 00:00:00,ACC-0029,CHF,0.0,81325.97,187523.27,1.12,CP-012,interest,0.7444
2023-01-29 04:00:00,ACC-0007,JPY,8081.29,0.0,106035.99,0.0067,CP-017,fee,0.4024
2023-01-29 08:00:00,ACC-0022,JPY,0.0,74338.54,888044.8,0.0067,CP-002,deposit,0.0949
2023-01-29 12:00:00,ACC-0047,CHF,0.0,98141.13,2038170.91,1.12,CP-006,deposit,0.1155
2023-01-29 16:00:00,ACC-0012,CHF,46992.41,0.0,815018.16,1.12,CP-014,fee,0.2538
2023-01-29 20:00:00,ACC-0002,JPY,11048.21,0.0,1699660.41,0.0067,CP-001,wire,0.0081
2023-01-30 00:00:00,ACC-0046,USD,0.0,50081.0,2880950.16,1.0,CP-018,fx_swap,0.0843
2023-01-30 04:00:00,ACC-0006,EUR,0.0,13775.53,3561731.06,1.08,CP-009,fee,0.2396
2023-01-30 08:00:00,ACC-0050,USD,0.0,90599.01,4367748.71,1.0,CP-020,fee,0.1074
2023-01-30 12:00:00,ACC-0022,GBP,0.0,32570.46,3027631.73,1.27,CP-003,wire,0.593
2023-01-30 16:00:00,ACC-0019,JPY,32570.9,0.0,4371739.48,0.0067,CP-014,withdrawal,0.1452
2023-01-30 20:00:00,ACC-0018,CHF,0.0,30934.33,2541159.01,1.12,CP-006,fx_swap,0.3388
2023-01-31 00:00:00,ACC-0029,GBP,0.0,56391.36,3433118.39,1.27,CP-015,wire,0.1693
2023-01-31 04:00:00,ACC-0037,JPY,0.0,4587.97,4246601.93,0.0067,CP-004,withdrawal,0.1508
2023-01-31 08:00:00,ACC-0041,JPY,155243.37,0.0,2618579.75,0.0067,CP-004,fx_swap,0.1042
2023-01-31 12:00:00,ACC-0039,CHF,0.0,75486.29,3985484.86,1.12,CP-010,deposit,0.4922
2023-01-31 16:00:00,ACC-0021,GBP,0.0,63861.02,2382482.75,1.27,CP-015,wire,0.4646
2023-01-31 20:00:00,ACC-0014,GBP,82849.42,0.0,3199448.61,1.27,CP-014,fx_swap,0.4621
2023-02-01 00:00:00,ACC-0047,CHF,82524.56,0.0,4366674.52,1.12,CP-014,wire,0.0151
2023-02-01 04:00:00,ACC-0002,JPY,18122.05,0.0,4850120.38,0.0067,CP-003,interest,0.3359
2023-02-01 08:00:00,ACC-0047,CHF,0.0,23385.06,4852123.12,1.12,CP-011,fx_swap,0.104
2023-02-01 12:00:00,ACC-0041,GBP,0.0,29565.16,3380012.97,1.27,CP-001,interest,0.5857
2023-02-01 16:00:00,ACC-0047,JPY,64825.09,0.0,3067136.97,0.0067,CP-005,withdrawal,0.4538
2023-02-01 20:00:00,ACC-0006,CHF,23385.64,0.0,4334659.27,1.12,CP-012,deposit,0.5373
2023-02-02 00:00:00,ACC-0005,CHF,0.0,61867.08,982051.14,1.12,CP-001,wire,0.1888
2023-02-02 04:00:00,ACC-0031,GBP,0.0,6967.13,4352799.64,1.27,CP-015,deposit,0.1358
2023-02-02 08:00:00,ACC-0016,EUR,0.0,53278.19,750301.8,1.08,CP-018,fx_swap,0.0275
2023-02-02 12:00:00,ACC-0022,JPY,31188.45,0.0,4353897.05,0.0067,CP-015,fx_swap,0.5742
2023-02-02 16:00:00,ACC-0017,USD,7520.95,0.0,2536156.34,1.0,CP-008,wire,0.1095
2023-02-02 20:00:00,ACC-0048,JPY,0.0,30901.44,4151510.53,0.0067,CP-005,wire,0.0423
2023-02-03 00:00:00,ACC-0033,EUR,0.0,17121.39,1658746.61,1.08,CP-009,wire,0.3335
2023-02-03 04:00:00,ACC-0038,CHF,80685.56,0.0,4404726.25,1.12,CP-014,withdrawal,0.1361
2023-02-03 08:00:00,ACC-0011,GBP,36073.31,0.0,2234358.24,1.27,CP-001,fee,0.1906
2023-02-03 12:00:00,ACC-0019,USD,0.0,66905.76,2860850.74,1.0,CP-001,wire,0.4759
2023-02-03 16:00:00,ACC-0014,USD,0.0,2084.45,925377.49,1.0,CP-010,fx_swap,0.0697
2023-02-03 20:00:00,ACC-0029,USD,0.0,2957.11,2447991.2,1.0,CP-012,interest,0.3378
2023-02-04 00:00:00,ACC-0023,EUR,7499.39,0.0,2032390.09,1.08,CP-006,fee,0.4903
2023-02-04 04:00:00,ACC-0016,EUR,65938.23,0.0,2211224.25,1.08,CP-015,interest,0.0261
2023-02-04 08:00:00,ACC-0013,JPY,59334.86,0.0,1066055.22,0.0067,CP-019,fx_swap,0.4592
2023-02-04 12:00:00,ACC-0028,CHF,102458.95,0.0,4655068.8,1.12,CP-003,fx_swap,0.0834
2023-02-04 16:00:00,ACC-0030,JPY,15810.0,0.0,4133552.68,0.0067,CP-011,withdrawal,0.0199
2023-02-04 20:00:00,ACC-0042,EUR,29061.76,0.0,3987695.56,1.08,CP-004,withdrawal,0.2687
2023-02-05 00:00:00,ACC-0047,JPY,0.0,23081.48,2679846.05,0.0067,CP-013,fee,0.3457
2023-02-05 04:00:00,ACC-0042,CHF,35099.58,0.0,3093806.85,1.12,CP-008,wire,0.1989
2023-02-05 08:00:00,ACC-0039,EUR,0.0,53492.52,4270753.88,1.08,CP-010,wire,0.2739
2023-02-05 12:00:00,ACC-0049,EUR,12240.01,0.0,849620.62,1.08,CP-003,withdrawal,0.3383
2023-02-05 16:00:00,ACC-0035,EUR,0.0,65592.01,1630131.75,1.08,CP-007,deposit,0.0433
2023-02-05 20:00:00,ACC-0035,EUR,0.0,27354.76,794694.53,1.08,CP-007,interest,0.0491
2023-02-06 00:00:00,ACC-0039,EUR,0.0,83885.04,3492937.14,1.08,CP-014,deposit,0.1661
2023-02-06 04:00:00,ACC-0040,JPY,81152.29,0.0,489154.91,0.0067,CP-005,wire,0.169
2023-02-06 08:00:00,ACC-0004,JPY,0.0,55038.96,1839481.9,0.0067,CP-013,wire,0.2134
2023-02-06 12:00:00,ACC-0038,JPY,0.0,31090.92,2746058.38,0.0067,CP-008,fx_swap,0.2104
2023-02-06 16:00:00,ACC-0023,GBP,58630.16,0.0,3380486.08,1.27,CP-012,fx_swap,0.37
2023-02-06 20:00:00,ACC-0036,USD,97555.92,0.0,2944327.53,1.0,CP-005,interest,0.1887
2023-02-07 00:00:00,ACC-0016,CHF,8468.04,0.0,573714.6,1.12,CP-012,wire,0.4241
2023-02-07 04:00:00,ACC-0040,JPY,116778.64,0.0,687162.11,0.0067,CP-005,withdrawal,0.1498
2023-02-07 08:00:00,ACC-0008,JPY,0.0,32433.13,1359531.61,0.0067,CP-007,wire,0.082
2023-02-07 12:00:00,ACC-0033,CHF,35405.43,0.0,277185.86,1.12,CP-018,interest,0.287
2023-02-07 16:00:00,ACC-0003,EUR,0.0,61015.87,2597648.81,1.08,CP-020,fee,0.2156
2023-02-07 20:00:00,ACC-0022,EUR,41816.19,0.0,2535121.07,1.08,CP-005,withdrawal,0.0094
2023-02-08 00:00:00,ACC-0030,EUR,44322.41,0.0,3176955.26,1.08,CP-010,fee,0.6882
2023-02-08 04:00:00,ACC-0002,GBP,25356.15,0.0,2074602.88,1.27,CP-002,deposit,0.0709
2023-02-08 08:00:00,ACC-0033,EUR,35613.57,0.0,2918300.42,1.08,CP-004,fee,0.0361
2023-02-08 12:00:00,ACC-0041,USD,32520.65,0.0,2562573.77,1.0,CP-006,wire,0.1589
2023-02-08 16:00:00,ACC-0013,CHF,0.0,25387.88,2219239.6,1.12,CP-014,withdrawal,0.0162
2023-02-08 20:00:00,ACC-0031,EUR,0.0,2452.67,1887511.27,1.08,CP-019,interest,0.0692
2023-02-09 00:00:00,ACC-0031,GBP,0.0,3953.94,3795842.37,1.27,CP-015,wire,0.4441
2023-02-09 04:00:00,ACC-0033,GBP,0.0,38488.44,3488928.47,1.27,CP-004,withdrawal,0.1681
2023-02-09 08:00:00,ACC-0038,USD,0.0,29641.4,3313046.0,1.0,CP-007,fx_swap,0.1522
2023-02-09 12:00:00,ACC-0028,CHF,68343.93,0.0,1902020.82,1.12,CP-014,interest,0.0674
2023-02-09 16:00:00,ACC-0038,CHF,1494.52,0.0,2458586.34,1.12,CP-015,interest,0.0523
2023-02-09 20:00:00,ACC-0026,EUR,22876.87,0.0,1685151.94,1.08,CP-018,interest,0.3581
2023-02-10 00:00:00,ACC-0021,CHF,0.0,69397.3,3265841.6,1.12,CP-020,interest,0.2287
2023-02-10 04:00:00,ACC-0035,EUR,0.0,19479.83,3293382.17,1.08,CP-009,interest,0.1661
2023-02-10 08:00:00,ACC-0017,JPY,24729.79,0.0,752410.52,0.0067,CP-009,wire,0.035
2023-02-10 12:00:00,ACC-0040,USD,9890.23,0.0,4658562.54,1.0,CP-011,fx_swap,0.1139
